Hour,Occupancy (%),Speed (mph),VMT (Veh-Miles),VHT (Veh-Hours),TTI,South,East,North,Flow (Veh/Hour)
1/24/2023 6:00,28.00 ,25.70 ,4995.60 ,194.70 ,2.30 ,4406.00 ,4419.00 ,3699.00 ,6026.00 
1/24/2023 7:00,28.90 ,22.30 ,5022.90 ,225.20 ,2.70 ,5005.00 ,4385.00 ,4214.00 ,6059.00 
1/24/2023 8:00,19.90 ,34.90 ,5063.50 ,145.10 ,1.70 ,4830.00 ,4662.00 ,4052.00 ,6108.00 
1/24/2023 9:00,18.50 ,30.40 ,4227.90 ,139.00 ,2.00 ,4744.00 ,3898.00 ,4129.00 ,5100.00 
1/24/2023 10:00,9.80 ,53.80 ,4069.60 ,75.70 ,1.10 ,4648.00 ,4184.00 ,4368.00 ,4909.00 
1/24/2023 11:00,9.90 ,55.40 ,4248.60 ,76.60 ,1.10 ,4839.00 ,4300.00 ,4434.00 ,5125.00 
1/24/2023 12:00,8.90 ,57.60 ,3930.30 ,68.30 ,1.00 ,5024.00 ,4207.00 ,5133.00 ,4741.00 
1/24/2023 13:00,9.30 ,59.80 ,4315.80 ,72.20 ,1.00 ,5270.00 ,4187.00 ,4760.00 ,5206.00 
1/24/2023 14:00,9.80 ,63.50 ,4963.20 ,78.10 ,0.90 ,5492.00 ,4453.00 ,5434.00 ,5987.00 
1/24/2023 15:00,11.50 ,61.10 ,5595.80 ,91.50 ,1.00 ,5409.00 ,4796.00 ,5558.00 ,6750.00 
1/24/2023 16:00,15.00 ,52.90 ,5609.80 ,106.00 ,1.10 ,5939.00 ,4781.00 ,5654.00 ,6767.00 
1/24/2023 17:00,11.70 ,55.10 ,5393.50 ,97.90 ,1.10 ,5333.00 ,4581.00 ,5562.00 ,6506.00 
1/24/2023 18:00,7.30 ,67.50 ,3952.70 ,58.50 ,0.90 ,4854.00 ,3780.00 ,5397.00 ,4768.00 
1/24/2023 19:00,5.60 ,69.50 ,3002.60 ,43.20 ,0.90 ,4263.00 ,3152.00 ,4968.00 ,3622.00 
1/24/2023 20:00,4.80 ,68.40 ,2528.50 ,37.00 ,0.90 ,3493.00 ,2868.00 ,3827.00 ,3050.00 
1/24/2023 21:00,4.00 ,68.00 ,2020.30 ,29.70 ,0.90 ,2779.00 ,2777.00 ,3033.00 ,2437.00 
1/24/2023 22:00,3.20 ,64.00 ,1401.00 ,21.90 ,0.90 ,2247.00 ,2293.00 ,2477.00 ,1690.00 
1/24/2023 23:00,2.70 ,62.60 ,1091.80 ,17.40 ,1.00 ,1650.00 ,1929.00 ,1816.00 ,1317.00 
1/25/2023 0:00,2.10 ,66.00 ,808.30 ,12.30 ,0.90 ,1187.00 ,1551.00 ,1275.00 ,975.00 
1/25/2023 1:00,1.80 ,63.80 ,669.00 ,10.50 ,0.90 ,879.00 ,1563.00 ,870.00 ,807.00 
1/25/2023 2:00,1.90 ,63.80 ,703.00 ,11.00 ,0.90 ,932.00 ,1644.00 ,890.00 ,848.00 
1/25/2023 3:00,3.10 ,66.70 ,1381.10 ,20.70 ,0.90 ,1094.00 ,2355.00 ,1011.00 ,1666.00 
1/25/2023 4:00,6.20 ,69.50 ,3165.10 ,45.60 ,0.90 ,1857.00 ,3356.00 ,1467.00 ,3818.00 
1/25/2023 5:00,11.30 ,69.40 ,5318.00 ,76.60 ,0.90 ,3259.00 ,4545.00 ,2667.00 ,6415.00 
1/25/2023 6:00,21.00 ,37.60 ,5459.00 ,145.20 ,1.60 ,4506.00 ,4785.00 ,3711.00 ,6585.00 
1/25/2023 7:00,28.20 ,22.50 ,4912.70 ,218.10 ,2.70 ,4984.00 ,4412.00 ,4194.00 ,5926.00 
1/25/2023 8:00,29.00 ,21.00 ,4694.60 ,223.80 ,2.90 ,4837.00 ,4395.00 ,3986.00 ,5663.00 
1/25/2023 9:00,23.50 ,25.40 ,4281.80 ,168.50 ,2.40 ,4835.00 ,4133.00 ,4228.00 ,5165.00 
1/25/2023 10:00,9.40 ,59.00 ,4203.90 ,71.20 ,1.00 ,4521.00 ,4092.00 ,4344.00 ,5071.00 
1/25/2023 11:00,9.90 ,55.90 ,4220.40 ,75.50 ,1.10 ,4975.00 ,4150.00 ,4613.00 ,5091.00 
1/25/2023 12:00,10.10 ,58.00 ,4557.00 ,78.60 ,1.00 ,5023.00 ,4381.00 ,4819.00 ,5497.00 
1/25/2023 13:00,9.20 ,60.30 ,4290.90 ,71.20 ,1.00 ,5239.00 ,4106.00 ,5177.00 ,5176.00 
1/25/2023 14:00,15.80 ,45.70 ,4853.00 ,106.30 ,1.30 ,5934.00 ,4310.00 ,5534.00 ,5854.00 
1/25/2023 15:00,16.30 ,39.90 ,5371.10 ,134.50 ,1.50 ,5543.00 ,4648.00 ,5595.00 ,6479.00 
1/25/2023 16:00,25.50 ,28.40 ,5215.20 ,183.40 ,2.10 ,5365.00 ,4589.00 ,5066.00 ,6291.00 
1/25/2023 17:00,14.10 ,43.10 ,5333.80 ,123.80 ,1.40 ,5240.00 ,4570.00 ,5366.00 ,6434.00 
1/25/2023 18:00,8.60 ,64.00 ,4472.50 ,69.80 ,0.90 ,5084.00 ,4051.00 ,5422.00 ,5395.00 
1/25/2023 19:00,5.60 ,66.90 ,2976.10 ,44.50 ,0.90 ,4143.00 ,3177.00 ,4487.00 ,3590.00 
1/25/2023 20:00,4.80 ,68.20 ,2618.80 ,38.40 ,0.90 ,3918.00 ,2833.00 ,4438.00 ,3159.00 
1/25/2023 21:00,4.00 ,66.30 ,2058.40 ,31.10 ,0.90 ,2958.00 ,2580.00 ,3362.00 ,2483.00 
1/25/2023 22:00,3.20 ,66.40 ,1632.30 ,24.60 ,0.90 ,2365.00 ,2169.00 ,2535.00 ,1969.00 
1/25/2023 23:00,2.10 ,67.10 ,1063.60 ,15.90 ,0.90 ,1553.00 ,1723.00 ,1715.00 ,1283.00 
1/26/2023 0:00,1.80 ,66.80 ,797.50 ,11.90 ,0.90 ,1348.00 ,1525.00 ,1280.00 ,962.00 
1/26/2023 1:00,1.80 ,66.50 ,750.30 ,11.30 ,0.90 ,919.00 ,1464.00 ,851.00 ,905.00 
1/26/2023 2:00,2.00 ,63.20 ,777.60 ,12.30 ,1.00 ,966.00 ,1550.00 ,866.00 ,938.00 
1/26/2023 3:00,3.10 ,64.90 ,1380.30 ,21.30 ,0.90 ,1150.00 ,2155.00 ,953.00 ,1665.00 
1/26/2023 4:00,6.50 ,69.20 ,3199.90 ,46.30 ,0.90 ,1824.00 ,3291.00 ,1419.00 ,3860.00 
1/26/2023 5:00,12.00 ,66.30 ,5146.40 ,77.70 ,0.90 ,3257.00 ,4555.00 ,2534.00 ,6208.00 
1/26/2023 6:00,27.60 ,25.30 ,4772.60 ,188.90 ,2.40 ,4519.00 ,4374.00 ,3647.00 ,5757.00 
1/26/2023 7:00,29.20 ,21.80 ,4901.10 ,225.20 ,2.80 ,4915.00 ,4305.00 ,3831.00 ,5912.00 
1/26/2023 8:00,30.10 ,19.00 ,4346.50 ,228.30 ,3.20 ,4763.00 ,4306.00 ,3966.00 ,5243.00 
1/26/2023 9:00,19.10 ,30.00 ,4610.90 ,153.50 ,2.00 ,4491.00 ,4225.00 ,4040.00 ,5562.00 
1/26/2023 10:00,11.30 ,52.30 ,4669.80 ,89.30 ,1.20 ,4146.00 ,4344.00 ,3920.00 ,5633.00 
1/26/2023 11:00,10.40 ,54.10 ,4442.60 ,82.10 ,1.10 ,4978.00 ,4230.00 ,3770.00 ,5359.00 
1/26/2023 12:00,9.90 ,57.30 ,4479.90 ,78.20 ,1.10 ,4915.00 ,4191.00 ,4145.00 ,5404.00 
1/26/2023 13:00,10.80 ,55.70 ,4751.80 ,85.30 ,1.10 ,3645.00 ,4228.00 ,4211.00 ,5732.00 
1/26/2023 14:00,11.40 ,55.70 ,4942.50 ,88.70 ,1.10 ,4959.00 ,4373.00 ,5413.00 ,5962.00 
1/26/2023 15:00,11.70 ,56.80 ,5434.90 ,95.70 ,1.10 ,5606.00 ,4674.00 ,5634.00 ,6556.00 
1/26/2023 16:00,11.30 ,58.90 ,5265.80 ,89.40 ,1.00 ,5493.00 ,4541.00 ,5228.00 ,6352.00 
1/26/2023 17:00,11.10 ,58.80 ,5349.50 ,91.00 ,1.00 ,5154.00 ,4589.00 ,5029.00 ,6453.00 
1/26/2023 18:00,8.70 ,63.40 ,4534.60 ,71.50 ,1.00 ,4831.00 ,4204.00 ,5484.00 ,5470.00 
1/26/2023 19:00,5.80 ,69.30 ,3210.70 ,46.30 ,0.90 ,4108.00 ,3343.00 ,4879.00 ,3873.00 
1/26/2023 20:00,5.00 ,68.80 ,2708.30 ,39.40 ,0.90 ,3860.00 ,2876.00 ,4259.00 ,3267.00 
1/26/2023 21:00,4.40 ,67.30 ,2236.60 ,33.20 ,0.90 ,3073.00 ,2963.00 ,3215.00 ,2698.00 
1/26/2023 22:00,3.50 ,67.30 ,1745.90 ,26.00 ,0.90 ,2405.00 ,2880.00 ,2655.00 ,2106.00 
1/26/2023 23:00,2.80 ,66.30 ,1255.10 ,18.90 ,0.90 ,1663.00 ,2467.00 ,1924.00 ,1514.00 
1/27/2023 0:00,2.10 ,65.50 ,892.80 ,13.60 ,0.90 ,1267.00 ,1964.00 ,1376.00 ,1077.00 
1/27/2023 1:00,1.60 ,67.00 ,699.70 ,10.40 ,0.90 ,976.00 ,1761.00 ,975.00 ,844.00 
1/27/2023 2:00,1.90 ,65.60 ,799.20 ,12.20 ,0.90 ,943.00 ,1867.00 ,931.00 ,964.00 
1/27/2023 3:00,3.00 ,67.10 ,1327.20 ,19.80 ,0.90 ,1159.00 ,2239.00 ,1001.00 ,1601.00 
1/27/2023 4:00,5.80 ,72.90 ,2939.60 ,40.30 ,0.80 ,1865.00 ,3277.00 ,1577.00 ,3546.00 
1/27/2023 5:00,10.10 ,72.70 ,4728.60 ,65.10 ,0.80 ,3276.00 ,4327.00 ,2609.00 ,5704.00 
1/27/2023 6:00,13.40 ,51.20 ,5354.50 ,104.60 ,1.20 ,4293.00 ,4670.00 ,3636.00 ,6459.00 
1/27/2023 7:00,23.10 ,31.70 ,5518.70 ,174.00 ,1.90 ,4729.00 ,4829.00 ,4037.00 ,6657.00 
1/27/2023 8:00,20.60 ,30.10 ,5071.00 ,168.60 ,2.00 ,4898.00 ,4545.00 ,4414.00 ,6117.00 
1/27/2023 9:00,12.30 ,44.20 ,4588.50 ,103.80 ,1.40 ,5029.00 ,4289.00 ,4898.00 ,5535.00 
1/27/2023 10:00,9.90 ,57.60 ,4444.30 ,77.20 ,1.00 ,5196.00 ,4239.00 ,4912.00 ,5361.00 
1/27/2023 11:00,10.40 ,55.30 ,4537.10 ,82.00 ,1.10 ,5549.00 ,4331.00 ,5670.00 ,5473.00 
1/27/2023 12:00,9.80 ,58.30 ,4453.40 ,76.40 ,1.00 ,5678.00 ,4157.00 ,5760.00 ,5372.00 
1/27/2023 13:00,9.80 ,56.40 ,4623.30 ,81.90 ,1.10 ,5894.00 ,4351.00 ,5601.00 ,5577.00 
1/27/2023 14:00,14.10 ,51.60 ,5187.90 ,100.60 ,1.20 ,5653.00 ,4641.00 ,5596.00 ,6258.00 
1/27/2023 15:00,27.70 ,22.10 ,4860.40 ,219.70 ,2.70 ,5210.00 ,4478.00 ,5219.00 ,5863.00 
1/27/2023 16:00,12.20 ,52.10 ,5502.10 ,105.50 ,1.20 ,5342.00 ,4700.00 ,5382.00 ,6637.00 
1/27/2023 17:00,14.60 ,46.70 ,5332.10 ,114.10 ,1.30 ,5181.00 ,4563.00 ,5195.00 ,6432.00 
1/27/2023 18:00,10.50 ,54.10 ,5134.80 ,95.00 ,1.10 ,4998.00 ,4482.00 ,5353.00 ,6194.00 
1/27/2023 19:00,7.20 ,67.00 ,4085.30 ,61.00 ,0.90 ,5048.00 ,3948.00 ,5221.00 ,4928.00 
1/27/2023 20:00,5.60 ,69.40 ,3235.60 ,46.70 ,0.90 ,4298.00 ,3206.00 ,4979.00 ,3903.00 
1/27/2023 21:00,4.80 ,69.60 ,2843.50 ,40.80 ,0.90 ,3772.00 ,3062.00 ,4028.00 ,3430.00 
1/27/2023 22:00,4.00 ,67.80 ,2265.70 ,33.40 ,0.90 ,2997.00 ,2804.00 ,3201.00 ,2733.00 
1/27/2023 23:00,2.70 ,66.50 ,1490.50 ,22.40 ,0.90 ,2199.00 ,2300.00 ,2310.00 ,1798.00 
1/28/2023 0:00,2.30 ,67.50 ,1171.40 ,17.40 ,0.90 ,1699.00 ,2179.00 ,1830.00 ,1413.00 
1/28/2023 1:00,1.80 ,66.00 ,839.80 ,12.70 ,0.90 ,1254.00 ,1820.00 ,1260.00 ,1013.00 
1/28/2023 2:00,2.00 ,64.90 ,869.60 ,13.40 ,0.90 ,1056.00 ,1852.00 ,1056.00 ,1049.00 
1/28/2023 3:00,2.00 ,65.80 ,924.30 ,14.10 ,0.90 ,964.00 ,2066.00 ,818.00 ,1115.00 
1/28/2023 4:00,2.60 ,64.80 ,1312.30 ,20.20 ,0.90 ,1185.00 ,2145.00 ,997.00 ,1583.00 
1/28/2023 5:00,3.60 ,65.50 ,1956.40 ,29.90 ,0.90 ,1808.00 ,2509.00 ,1731.00 ,2360.00 
1/28/2023 6:00,4.40 ,68.30 ,2448.00 ,35.80 ,0.90 ,2798.00 ,2794.00 ,2678.00 ,2953.00 
1/28/2023 7:00,6.00 ,67.20 ,3487.60 ,51.90 ,0.90 ,3794.00 ,3483.00 ,3731.00 ,4207.00 
1/28/2023 8:00,8.90 ,64.70 ,5088.40 ,78.60 ,0.90 ,4512.00 ,4386.00 ,4353.00 ,6138.00 
1/28/2023 9:00,11.00 ,60.80 ,6047.60 ,99.50 ,1.00 ,5442.00 ,4861.00 ,4858.00 ,7295.00 
1/28/2023 10:00,21.90 ,30.90 ,5576.70 ,180.30 ,1.90 ,5618.00 ,4879.00 ,5035.00 ,6727.00 
1/28/2023 11:00,12.90 ,41.30 ,5216.10 ,126.40 ,1.50 ,5859.00 ,4743.00 ,5591.00 ,6292.00 
1/28/2023 12:00,17.90 ,40.20 ,5633.90 ,140.20 ,1.50 ,5434.00 ,4938.00 ,4936.00 ,6796.00 
1/28/2023 13:00,23.50 ,25.70 ,5329.60 ,207.30 ,2.30 ,5761.00 ,4831.00 ,5410.00 ,6429.00 
1/28/2023 14:00,23.80 ,29.00 ,5662.10 ,195.10 ,2.10 ,5556.00 ,5069.00 ,5095.00 ,6830.00 
1/28/2023 15:00,25.00 ,25.00 ,5398.50 ,216.10 ,2.40 ,5734.00 ,4806.00 ,5494.00 ,6512.00 
1/28/2023 16:00,27.10 ,21.70 ,5110.00 ,235.00 ,2.80 ,5637.00 ,4669.00 ,5244.00 ,6164.00 
1/28/2023 17:00,26.60 ,24.40 ,5018.80 ,205.60 ,2.50 ,5090.00 ,4584.00 ,5048.00 ,6054.00 
1/28/2023 18:00,20.10 ,31.50 ,5293.20 ,168.20 ,1.90 ,5017.00 ,4618.00 ,4663.00 ,6385.00 
1/28/2023 19:00,8.40 ,52.20 ,4057.10 ,77.80 ,1.20 ,4700.00 ,3861.00 ,4619.00 ,4894.00 
1/28/2023 20:00,6.40 ,67.80 ,3853.20 ,56.80 ,0.90 ,4023.00 ,3613.00 ,4018.00 ,4648.00 
1/28/2023 21:00,5.50 ,70.00 ,3400.60 ,48.60 ,0.90 ,3748.00 ,3438.00 ,3867.00 ,4102.00 
1/28/2023 22:00,4.50 ,69.50 ,2748.10 ,39.50 ,0.90 ,3289.00 ,3182.00 ,3240.00 ,3315.00 
1/28/2023 23:00,3.20 ,66.80 ,1842.90 ,27.60 ,0.90 ,2599.00 ,2536.00 ,2788.00 ,2223.00 
1/29/2023 0:00,2.30 ,68.40 ,1391.90 ,20.40 ,0.90 ,1817.00 ,2132.00 ,1806.00 ,1679.00 
1/29/2023 1:00,1.80 ,67.10 ,1023.80 ,15.30 ,0.90 ,1202.00 ,1809.00 ,1181.00 ,1235.00 
1/29/2023 2:00,1.50 ,66.30 ,776.80 ,11.70 ,0.90 ,894.00 ,1444.00 ,864.00 ,937.00 
1/29/2023 3:00,1.40 ,66.50 ,732.80 ,11.00 ,0.90 ,692.00 ,1447.00 ,631.00 ,884.00 
1/29/2023 4:00,1.60 ,65.20 ,853.90 ,13.10 ,0.90 ,754.00 ,1674.00 ,654.00 ,1030.00 
1/29/2023 5:00,1.90 ,66.30 ,1061.10 ,16.00 ,0.90 ,1122.00 ,1887.00 ,1060.00 ,1280.00 
1/29/2023 6:00,2.80 ,67.40 ,1592.50 ,23.60 ,0.90 ,1623.00 ,2151.00 ,1573.00 ,1921.00 
1/29/2023 7:00,3.30 ,69.00 ,2036.90 ,29.50 ,0.90 ,2343.00 ,2580.00 ,2349.00 ,2457.00 
1/29/2023 8:00,4.30 ,70.80 ,2731.60 ,38.60 ,0.90 ,3045.00 ,2906.00 ,3086.00 ,3295.00 
1/29/2023 9:00,6.50 ,71.00 ,4157.40 ,58.60 ,0.90 ,3783.00 ,3810.00 ,3746.00 ,5015.00 
1/29/2023 10:00,11.40 ,56.70 ,5638.00 ,99.50 ,1.10 ,5011.00 ,4666.00 ,4480.00 ,6801.00 
1/29/2023 11:00,16.00 ,43.50 ,6294.60 ,144.70 ,1.40 ,5667.00 ,5198.00 ,4897.00 ,7593.00 
1/29/2023 12:00,17.00 ,32.90 ,5259.20 ,160.00 ,1.80 ,5365.00 ,4830.00 ,4723.00 ,6344.00 
1/29/2023 13:00,18.70 ,31.40 ,5182.10 ,165.20 ,1.90 ,5356.00 ,4610.00 ,4780.00 ,6251.00 
1/29/2023 14:00,19.20 ,36.00 ,5691.10 ,158.10 ,1.70 ,5436.00 ,4910.00 ,4991.00 ,6865.00 
1/29/2023 15:00,14.40 ,41.30 ,5371.10 ,130.00 ,1.50 ,5069.00 ,4611.00 ,4472.00 ,6479.00 
1/29/2023 16:00,16.30 ,32.20 ,4882.80 ,151.90 ,1.90 ,4747.00 ,4402.00 ,4232.00 ,5890.00 
1/29/2023 17:00,8.70 ,62.00 ,5114.10 ,82.50 ,1.00 ,4300.00 ,4425.00 ,4075.00 ,6169.00 
1/29/2023 18:00,8.10 ,61.30 ,4672.20 ,76.20 ,1.00 ,3945.00 ,4114.00 ,3702.00 ,5636.00 
1/29/2023 19:00,7.10 ,64.80 ,4181.50 ,64.50 ,0.90 ,3464.00 ,3887.00 ,3436.00 ,5044.00 
1/29/2023 20:00,6.00 ,66.30 ,3649.30 ,55.00 ,0.90 ,2908.00 ,3456.00 ,2993.00 ,4402.00 
1/29/2023 21:00,4.50 ,69.10 ,2589.00 ,37.50 ,0.90 ,2346.00 ,2849.00 ,2405.00 ,3123.00 
1/29/2023 22:00,3.10 ,69.60 ,1789.80 ,25.70 ,0.90 ,1851.00 ,2242.00 ,1966.00 ,2159.00 
1/29/2023 23:00,2.10 ,70.80 ,1204.50 ,17.00 ,0.90 ,1262.00 ,1828.00 ,1175.00 ,1453.00 
1/30/2023 0:00,1.60 ,70.00 ,789.20 ,11.30 ,0.90 ,904.00 ,1507.00 ,909.00 ,952.00 
1/30/2023 1:00,1.50 ,69.00 ,678.10 ,9.80 ,0.90 ,698.00 ,1430.00 ,635.00 ,818.00 
1/30/2023 2:00,1.50 ,68.80 ,678.10 ,9.90 ,0.90 ,673.00 ,1488.00 ,574.00 ,818.00 
1/30/2023 3:00,2.70 ,69.80 ,1299.00 ,18.60 ,0.90 ,953.00 ,2060.00 ,774.00 ,1567.00 
1/30/2023 4:00,6.80 ,65.30 ,3192.50 ,48.90 ,0.90 ,1717.00 ,3315.00 ,1387.00 ,3851.00 
1/30/2023 5:00,10.00 ,69.00 ,4838.90 ,70.20 ,0.90 ,2860.00 ,4292.00 ,2369.00 ,5837.00 
1/30/2023 6:00,10.40 ,61.20 ,4907.70 ,80.30 ,1.00 ,3887.00 ,4281.00 ,3203.00 ,5920.00 
1/30/2023 7:00,22.80 ,35.70 ,5874.30 ,164.40 ,1.70 ,4769.00 ,4946.00 ,4078.00 ,7086.00 
1/30/2023 8:00,14.40 ,48.30 ,5429.10 ,112.30 ,1.20 ,4574.00 ,4583.00 ,3916.00 ,6549.00 
1/30/2023 9:00,10.00 ,57.90 ,4513.10 ,77.90 ,1.00 ,4181.00 ,4121.00 ,3889.00 ,5444.00 
1/30/2023 10:00,9.80 ,60.70 ,4430.20 ,73.00 ,1.00 ,4365.00 ,4143.00 ,4010.00 ,5344.00 
1/30/2023 11:00,9.30 ,61.60 ,4265.20 ,69.20 ,1.00 ,4904.00 ,4111.00 ,4513.00 ,5145.00 
1/30/2023 12:00,9.20 ,62.60 ,4324.10 ,69.10 ,1.00 ,4746.00 ,4102.00 ,4847.00 ,5216.00 
1/30/2023 13:00,9.40 ,61.40 ,4412.80 ,71.90 ,1.00 ,4969.00 ,4151.00 ,4806.00 ,5323.00 
1/30/2023 14:00,9.30 ,62.90 ,4588.50 ,72.90 ,1.00 ,4921.00 ,4166.00 ,2177.00 ,5535.00 
1/30/2023 15:00,11.20 ,60.80 ,5384.40 ,88.50 ,1.00 ,5685.00 ,4539.00 ,5569.00 ,6495.00 
1/30/2023 16:00,10.80 ,63.30 ,5363.60 ,84.70 ,1.00 ,5362.00 ,4477.00 ,5677.00 ,6470.00 
1/30/2023 17:00,10.20 ,65.70 ,5318.90 ,81.00 ,0.90 ,5044.00 ,4533.00 ,5699.00 ,6416.00 
1/30/2023 18:00,7.20 ,68.00 ,3835.80 ,56.40 ,0.90 ,4421.00 ,3718.00 ,5061.00 ,4627.00 
1/30/2023 19:00,4.80 ,72.20 ,2710.80 ,37.50 ,0.80 ,3469.00 ,3051.00 ,3908.00 ,3270.00 
1/30/2023 20:00,4.30 ,69.00 ,2313.70 ,33.50 ,0.90 ,2913.00 ,2778.00 ,3135.00 ,2791.00 
1/30/2023 21:00,3.50 ,68.90 ,1754.20 ,25.50 ,0.90 ,2413.00 ,2647.00 ,2505.00 ,2116.00 
1/30/2023 22:00,3.00 ,69.00 ,1449.10 ,21.00 ,0.90 ,1960.00 ,2675.00 ,2094.00 ,1748.00 
1/30/2023 23:00,2.10 ,66.50 ,914.40 ,13.70 ,0.90 ,1416.00 ,2033.00 ,1471.00 ,1103.00 
1/31/2023 0:00,1.80 ,66.30 ,747.80 ,11.30 ,0.90 ,1088.00 ,1820.00 ,1125.00 ,902.00 
1/31/2023 1:00,1.80 ,62.80 ,654.90 ,10.40 ,1.00 ,877.00 ,1611.00 ,852.00 ,790.00 
1/31/2023 2:00,1.90 ,62.60 ,680.60 ,10.90 ,1.00 ,908.00 ,1790.00 ,793.00 ,821.00 
1/31/2023 3:00,3.40 ,69.40 ,1393.60 ,20.10 ,0.90 ,1131.00 ,2694.00 ,972.00 ,1681.00 
1/31/2023 4:00,6.50 ,73.70 ,3274.60 ,44.40 ,0.80 ,1908.00 ,3556.00 ,1518.00 ,3950.00 
1/31/2023 5:00,11.90 ,71.70 ,5536.10 ,77.20 ,0.80 ,3266.00 ,4699.00 ,2352.00 ,6678.00 
1/31/2023 6:00,14.00 ,53.80 ,5428.30 ,101.00 ,1.10 ,4406.00 ,4657.00 ,3668.00 ,6548.00 
1/31/2023 7:00,27.40 ,26.70 ,5362.80 ,201.20 ,2.30 ,4804.00 ,4670.00 ,4014.00 ,6469.00 
1/31/2023 8:00,29.30 ,21.40 ,4562.80 ,213.00 ,2.80 ,4702.00 ,4180.00 ,3912.00 ,5504.00 
1/31/2023 9:00,25.20 ,22.60 ,4177.30 ,184.60 ,2.70 ,4468.00 ,4069.00 ,4134.00 ,5039.00 
1/31/2023 10:00,10.40 ,56.10 ,4347.30 ,77.60 ,1.10 ,4166.00 ,4098.00 ,3993.00 ,5244.00 
1/31/2023 11:00,9.50 ,58.00 ,4148.30 ,71.50 ,1.00 ,4352.00 ,4043.00 ,4429.00 ,5004.00 
1/31/2023 12:00,9.70 ,59.70 ,4381.30 ,73.40 ,1.00 ,4561.00 ,4172.00 ,4653.00 ,5285.00 
1/31/2023 13:00,9.10 ,59.90 ,4296.70 ,71.70 ,1.00 ,4826.00 ,4026.00 ,4910.00 ,5183.00 
1/31/2023 14:00,11.10 ,57.20 ,4940.80 ,86.30 ,1.10 ,5362.00 ,4431.00 ,5582.00 ,5960.00 
1/31/2023 15:00,12.50 ,54.30 ,5503.70 ,101.30 ,1.10 ,5522.00 ,4712.00 ,5631.00 ,6639.00 
1/31/2023 16:00,14.90 ,51.10 ,5439.90 ,106.40 ,1.20 ,5322.00 ,4682.00 ,5420.00 ,6562.00 
1/31/2023 17:00,18.20 ,35.00 ,5078.50 ,145.00 ,1.70 ,5207.00 ,4567.00 ,5353.00 ,6126.00 
1/31/2023 18:00,8.30 ,66.20 ,4375.50 ,66.10 ,0.90 ,4899.00 ,4135.00 ,5451.00 ,5278.00 
1/31/2023 19:00,5.60 ,69.50 ,3049.90 ,43.90 ,0.90 ,4034.00 ,3229.00 ,4752.00 ,3679.00 
1/31/2023 20:00,4.70 ,67.80 ,2449.70 ,36.10 ,0.90 ,3273.00 ,2936.00 ,3855.00 ,2955.00 
1/31/2023 21:00,4.10 ,66.60 ,2012.80 ,30.20 ,0.90 ,2713.00 ,2875.00 ,3086.00 ,2428.00 
1/31/2023 22:00,3.30 ,62.50 ,1454.10 ,23.30 ,1.00 ,2123.00 ,2804.00 ,2383.00 ,1754.00 
1/31/2023 23:00,2.20 ,67.50 ,1009.70 ,15.00 ,0.90 ,1646.00 ,2064.00 ,1682.00 ,1218.00 
